LenderYield,ProsperScore,BorrowerState,Occupation,OriginationYear,CreditScoreRangeLower
0.0864,9.0,OK,Civil Service,2012,780.0
0.152,5.0,IL,Analyst,2013,660.0
0.2599,2.0,UT,Analyst,2013,660.0
0.0939,10.0,CA,Other,2013,660.0
0.3099,4.0,AZ,Other,2011,680.0
0.2279,4.0,NV,Other,2013,660.0
0.2461,6.0,TN,Other,2011,720.0
0.1924,8.0,NY,Teacher,2012,760.0
0.0729,8.0,MO,Computer Programmer,2011,780.0
0.3077,4.0,OK,Other,2012,660.0
0.2411,6.0,TX,Professional,2012,720.0
0.2193,4.0,CO,Other,2012,680.0
0.0709,11.0,FL,Accountant/CPA,2014,700.0
0.1802,3.0,TX,Professional,2012,700.0
0.2392,3.0,SD,Clerical,2013,680.0
0.12,9.0,PA,Other,2010,760.0
0.2299,4.0,MA,Construction,2011,600.0
0.1799,4.0,AL,Professional,2013,680.0
0.1039,10.0,MO,Other,2014,660.0
0.1299,7.0,OR,Analyst,2013,660.0
0.1039,8.0,TX,Computer Programmer,2014,700.0
0.3077,5.0,NY,Other,2012,700.0
0.1335,10.0,FL,Accountant/CPA,2014,720.0
0.174,6.0,IL,Other,2013,680.0
0.2599,5.0,KY,Other,2011,740.0
0.1285,8.0,NC,Professional,2012,720.0
0.3077,4.0,PA,Other,2012,680.0
0.1485,6.0,OR,Laborer,2014,700.0
0.3099,4.0,CA,Sales - Retail,2011,700.0
0.2825,3.0,IN,Skilled Labor,2013,640.0
0.1802,4.0,TX,Other,2012,680.0
0.2686,2.0,KS,Other,2013,680.0
0.089,6.0,OR,Professional,2014,720.0
0.2572,2.0,NY,Tradesman - Mechanic,2013,660.0
0.152,10.0,MD,Other,2013,700.0
0.134,7.0,NY,Other,2013,680.0
0.2024,4.0,CA,Computer Programmer,2013,700.0
0.0999,9.0,CA,Computer Programmer,2014,720.0
0.1699,8.0,CA,Sales - Commission,2011,700.0
0.3034,3.0,CO,Other,2013,660.0
0.184,4.0,PA,Realtor,2013,720.0
0.173,6.0,KS,Other,2012,660.0
0.0974,9.0,AZ,Accountant/CPA,2011,820.0
0.089,10.0,IL,Tradesman - Electrician,2013,680.0
0.2599,7.0,DC,Military Officer,2011,700.0
0.166,6.0,IL,Civil Service,2013,680.0
0.1296,9.0,WI,Professional,2012,720.0
0.2387,5.0,AL,Other,2011,640.0
0.2118,8.0,SC,Professional,2012,700.0
0.3204,8.0,NY,Analyst,2012,640.0
0.0932,9.0,WA,Professional,2010,720.0
0.169,8.0,KS,Student - College Graduate Student,2011,780.0
0.1108,9.0,NJ,Other,2012,760.0
0.2135,3.0,NC,Sales - Retail,2013,660.0
0.2599,6.0,NC,Truck Driver,2011,760.0
0.1174,8.0,TN,Engineer - Electrical,2013,700.0
0.2075,9.0,WV,Administrative Assistant,2009,680.0
0.0999,10.0,MA,Other,2013,700.0
0.1485,6.0,FL,Other,2014,700.0
0.184,6.0,OH,Clerical,2014,700.0
0.145,6.0,FL,Other,2013,700.0
0.275,2.0,MI,Nurse's Aide,2014,660.0
0.2899,1.0,CA,Military Enlisted,2012,660.0
0.2099,8.0,MO,Computer Programmer,2011,620.0
0.2349,5.0,IL,Administrative Assistant,2012,620.0
0.0938,8.0,MO,Doctor,2010,780.0
0.1365,6.0,TX,Other,2014,680.0
0.1349,9.0,OH,Sales - Commission,2011,680.0
0.082,9.0,CA,Computer Programmer,2010,700.0
0.1349,6.0,VA,Analyst,2012,720.0
0.1599,6.0,WA,Biologist,2013,820.0
0.1797,8.0,PA,Other,2012,720.0
0.082,10.0,IN,Executive,2010,700.0
0.1695,7.0,ID,Principal,2014,700.0
0.2021,2.0,CA,Administrative Assistant,2011,720.0
0.1359,4.0,WA,Fireman,2013,740.0
0.1814,4.0,FL,Administrative Assistant,2013,700.0
0.1435,7.0,CA,Nurse (RN),2014,680.0
0.3204,6.0,CA,Nurse (RN),2012,640.0
0.2489,2.0,CA,Professional,2011,720.0
0.2079,6.0,TX,Other,2013,660.0
0.0499,10.0,FL,Sales - Retail,2011,780.0
0.0709,9.0,AZ,Truck Driver,2014,700.0
0.13,3.0,MI,Other,2013,700.0
0.17,5.0,TX,Sales - Commission,2013,700.0
0.1149,7.0,FL,Other,2013,720.0
0.0799,8.0,CA,Other,2012,740.0
0.1349,8.0,TN,Pilot - Private/Commercial,2011,760.0
0.2105,4.0,TX,Nurse (RN),2011,700.0
0.0876,10.0,CA,Other,2012,800.0
0.2625,7.0,MT,Food Service Management,2010,720.0
0.2299,4.0,IL,Other,2011,680.0
0.2825,2.0,TN,Other,2013,680.0
0.1625,10.0,NV,Other,2014,680.0
0.1435,4.0,MI,Food Service,2014,660.0
0.1625,4.0,TX,Professional,2013,680.0
0.3195,2.0,NC,Sales - Retail,2010,720.0
0.1149,7.0,GA,Executive,2013,700.0
0.3077,2.0,NY,Other,2012,700.0
0.3023,2.0,MO,Teacher's Aide,2011,640.0
0.199,9.0,FL,Accountant/CPA,2010,680.0
0.0735,8.0,WV,Medical Technician,2009,780.0
0.1305,8.0,CO,Other,2009,740.0
0.3077,3.0,CA,Accountant/CPA,2012,720.0
0.2767,6.0,VA,Other,2012,700.0
0.1089,4.0,CA,Other,2014,720.0
0.2858,8.0,NY,Other,2012,640.0
0.2299,7.0,FL,Professional,2011,740.0
0.1435,8.0,NJ,Truck Driver,2014,660.0
0.13,8.0,NJ,Scientist,2013,680.0
0.277,6.0,CO,Principal,2012,720.0
0.1299,11.0,NY,Analyst,2013,660.0
0.082,10.0,TX,Food Service,2010,720.0
0.1695,5.0,TX,Laborer,2013,700.0
0.1919,9.0,IL,Realtor,2012,640.0
0.2862,2.0,AR,Other,2012,640.0
0.228,5.0,IL,Police Officer/Correction Officer,2010,780.0
0.1499,5.0,KS,Truck Driver,2013,720.0
0.3077,2.0,OH,Sales - Commission,2012,700.0
0.1526,8.0,NY,Police Officer/Correction Officer,2012,660.0
0.221,6.0,CT,Professional,2013,680.0
0.145,9.0,WA,Skilled Labor,2013,700.0
0.152,4.0,KS,Laborer,2013,720.0
0.3204,1.0,FL,Executive,2012,620.0
0.2973,2.0,IL,Other,2012,600.0
0.1,10.0,VA,Construction,2010,840.0
0.1089,8.0,CA,Executive,2014,700.0
0.2055,3.0,NY,Food Service,2013,720.0
0.238,9.0,MD,Computer Programmer,2009,660.0
0.2299,4.0,GA,Skilled Labor,2011,620.0
0.3049,2.0,CA,Other,2011,780.0
0.2406,4.0,WA,Other,2013,660.0
0.2669,2.0,NY,Other,2013,660.0
0.2799,6.0,MN,Laborer,2011,680.0
0.221,5.0,MD,Other,2012,720.0
0.2704,7.0,PA,Clerical,2012,660.0
0.306,1.0,NY,Other,2011,640.0
0.2024,9.0,LA,Other,2012,700.0
0.2246,2.0,MI,Other,2013,660.0
0.13,9.0,NJ,Other,2013,640.0
0.2479,4.0,OH,Other,2013,660.0
0.265,7.0,ID,Administrative Assistant,2010,660.0
0.2999,4.0,CA,Professional,2011,640.0
0.1799,8.0,OH,Civil Service,2011,720.0
0.1199,7.0,IL,Other,2012,660.0
0.174,4.0,NJ,Construction,2013,700.0
0.092,9.0,FL,Other,2010,720.0
0.34,1.0,GA,Professional,2009,660.0
0.2172,5.0,GA,Professional,2013,680.0
0.3085,8.0,OH,Pharmacist,2012,640.0
0.2135,6.0,NY,Clerical,2014,680.0
0.156,8.0,IL,Analyst,2013,700.0
0.26,9.0,TX,Fireman,2009,680.0
0.3077,4.0,LA,Tradesman - Mechanic,2012,680.0
0.1579,5.0,CA,Professional,2013,740.0
0.1485,4.0,IL,Other,2014,700.0
0.1174,7.0,FL,Computer Programmer,2013,700.0
0.1099,8.0,CA,Skilled Labor,2013,680.0
0.1999,4.0,TX,Sales - Commission,2013,660.0
0.2294,3.0,CA,Accountant/CPA,2013,660.0
0.0599,10.0,NH,Truck Driver,2013,820.0
0.1719,6.0,WI,Executive,2013,700.0
0.2399,5.0,HI,Engineer - Mechanical,2012,720.0
0.2461,7.0,SD,Laborer,2011,680.0
0.1146,5.0,KS,Other,2012,680.0
0.1544,9.0,PA,Doctor,2011,740.0
0.174,8.0,CA,Truck Driver,2013,680.0
0.1196,9.0,CO,Other,2012,760.0
0.1435,4.0,MA,Other,2014,740.0
0.2255,8.0,MD,Other,2010,700.0
0.2572,4.0,NE,Other,2013,640.0
0.2193,4.0,MO,Clerical,2012,660.0
0.2996,4.0,GA,Retail Management,2013,600.0
0.2869,5.0,CA,Administrative Assistant,2012,760.0
0.1579,5.0,FL,Civil Service,2013,700.0
0.2816,3.0,KY,Other,2013,640.0
0.3204,2.0,OR,Bus Driver,2012,640.0
0.139,9.0,IL,Other,2011,760.0
0.0749,10.0,TX,Accountant/CPA,2013,720.0
0.2021,5.0,SC,Other,2011,700.0
0.3335,5.0,OR,Food Service,2010,660.0
0.2398,7.0,CA,Other,2012,760.0
0.27,3.0,VA,Tradesman - Electrician,2014,640.0
0.152,5.0,NY,Truck Driver,2014,660.0
0.2816,2.0,KS,Skilled Labor,2013,680.0
0.0769,10.0,CA,Chemist,2013,740.0
0.3099,5.0,CA,Other,2011,640.0
0.3034,3.0,VA,Student - College Graduate Student,2013,720.0
0.2599,6.0,TX,Other,2011,640.0
0.2499,6.0,CA,Computer Programmer,2011,660.0
0.2686,2.0,MO,Retail Management,2013,720.0
0.0549,10.0,CA,Professional,2012,840.0
0.177,4.0,OH,Other,2013,640.0
0.1665,5.0,OR,Other,2014,660.0
0.3077,5.0,CO,Computer Programmer,2012,700.0
0.1774,5.0,VA,Professional,2013,720.0
0.0974,8.0,AR,Analyst,2011,760.0
0.2524,3.0,OH,Other,2013,640.0
0.1385,8.0,PA,Truck Driver,2013,720.0
0.3099,4.0,TX,Other,2011,800.0
0.3077,3.0,OH,Realtor,2012,720.0
0.2474,3.0,CA,Clerical,2014,660.0
0.1365,6.0,FL,Food Service Management,2014,680.0
0.1255,7.0,DC,Teacher,2013,700.0
0.2824,2.0,NE,Sales - Retail,2014,640.0
0.1385,4.0,NY,Analyst,2013,680.0
0.0934,9.0,CA,Other,2013,740.0
0.3077,3.0,NJ,Engineer - Electrical,2012,680.0
0.1599,4.0,CO,Executive,2013,720.0
0.2612,2.0,NE,Other,2013,680.0
0.2599,6.0,IN,Retail Management,2011,660.0
0.2024,4.0,MN,Administrative Assistant,2013,680.0
0.1385,8.0,NJ,Nurse (RN),2013,680.0
0.1349,8.0,MD,Professional,2011,780.0
0.2999,1.0,OR,Executive,2012,620.0
0.2999,3.0,CO,Student - College Senior,2011,600.0
0.188,7.0,NJ,Retail Management,2013,640.0
0.1039,8.0,OK,Professional,2014,740.0
0.1314,7.0,CA,Engineer - Electrical,2012,660.0
0.1485,9.0,WI,Teacher,2013,700.0
0.2349,7.0,GA,Other,2012,680.0
0.2858,6.0,IL,Fireman,2012,660.0
0.1264,8.0,FL,Professional,2012,720.0
0.1285,8.0,CT,Other,2010,740.0
0.3099,2.0,OK,Other,2011,680.0
0.2674,2.0,MN,Professional,2014,660.0
0.2085,4.0,CA,Administrative Assistant,2014,640.0
0.2333,8.0,SC,Executive,2012,640.0
0.1059,9.0,TX,Accountant/CPA,2013,800.0
0.177,6.0,TX,Other,2013,660.0
0.3077,4.0,CT,Food Service Management,2012,740.0
0.2999,2.0,WI,Food Service,2011,640.0
0.2529,2.0,TX,Computer Programmer,2013,700.0
0.1053,7.0,LA,Teacher,2013,740.0
0.3077,4.0,CA,Nurse (RN),2012,700.0
0.2599,4.0,CA,Truck Driver,2013,640.0
0.0769,10.0,CA,Professor,2013,800.0
0.152,7.0,TX,Executive,2014,680.0
0.1579,8.0,MI,Food Service,2012,720.0
0.0864,8.0,GA,Clerical,2012,660.0
0.2816,3.0,TX,Executive,2013,640.0
0.1674,5.0,MD,Accountant/CPA,2013,680.0
0.1359,6.0,IL,Analyst,2013,740.0
0.1499,8.0,CA,Computer Programmer,2012,740.0
0.2184,4.0,VA,Professional,2013,720.0
0.1139,10.0,MN,Other,2014,700.0
0.2105,4.0,AL,Teacher,2011,720.0
0.3077,5.0,MA,Other,2012,660.0
0.1235,8.0,CA,Sales - Retail,2010,740.0
0.1775,7.0,TN,Waiter/Waitress,2013,640.0
0.1349,8.0,FL,Administrative Assistant,2011,800.0
0.2799,4.0,PA,Nurse (RN),2011,720.0
0.0874,8.0,CA,Engineer - Chemical,2012,760.0
0.0929,8.0,GA,Other,2011,680.0
0.1053,7.0,AL,Nurse (RN),2013,760.0
0.34,6.0,NC,Analyst,2010,640.0
0.2454,3.0,TX,Teacher,2013,680.0
0.0949,8.0,NY,Other,2013,800.0
0.184,7.0,GA,Social Worker,2014,700.0
0.2099,7.0,FL,Other,2011,660.0
0.2048,6.0,MA,Professional,2012,740.0
0.1419,7.0,CA,Executive,2013,740.0
0.1335,7.0,CA,Accountant/CPA,2013,720.0
0.255,8.0,TX,Accountant/CPA,2010,640.0
0.1719,6.0,NY,Food Service Management,2013,800.0
0.1069,8.0,WV,Other,2013,780.0
0.1949,3.0,NV,Other,2013,700.0
0.1674,3.0,FL,Other,2012,720.0
0.3077,5.0,CA,Retail Management,2012,660.0
0.1669,4.0,NE,Analyst,2013,720.0
0.2704,7.0,AZ,Professional,2012,680.0
0.1634,4.0,TX,Analyst,2013,700.0
0.2204,5.0,OH,Nurse (RN),2014,700.0
0.18,7.0,OH,Laborer,2009,680.0
0.3077,5.0,KS,Other,2011,660.0
0.1981,4.0,MA,Administrative Assistant,2012,680.0
0.3023,3.0,MS,Military Enlisted,2011,640.0
0.1945,4.0,NC,Truck Driver,2013,660.0
0.1214,7.0,TN,Teacher,2013,720.0
0.2398,7.0,MA,Nurse (RN),2012,700.0
0.277,5.0,UT,Fireman,2012,740.0
0.1485,5.0,PA,Other,2013,740.0
0.0999,6.0,MO,Other,2014,680.0
0.2099,6.0,MD,Other,2011,620.0
0.2449,3.0,NE,Professional,2013,660.0
0.185,6.0,CA,Professional,2010,780.0
0.275,3.0,WI,Construction,2014,640.0
0.1349,8.0,TX,Retail Management,2012,620.0
0.1123,8.0,OH,Engineer - Mechanical,2012,780.0
0.0769,10.0,WA,Professional,2013,780.0
0.3027,2.0,NY,Other,2012,700.0
0.1419,5.0,AZ,Other,2013,760.0
0.1745,8.0,NY,Other,2012,720.0
0.187,6.0,NV,Other,2013,640.0
0.1665,5.0,IL,Teacher,2014,680.0
0.1668,9.0,OH,Engineer - Mechanical,2012,720.0
0.1579,4.0,NY,Administrative Assistant,2013,700.0
0.1169,9.0,NY,Executive,2013,720.0
0.1699,8.0,SD,Other,2011,640.0
0.1349,8.0,WI,Truck Driver,2012,680.0
0.3077,5.0,KY,Teacher,2012,660.0
0.3158,6.0,MD,Other,2012,660.0
0.3077,5.0,CA,Other,2012,700.0
0.0779,7.0,NV,Professor,2014,720.0
0.1399,8.0,NY,Medical Technician,2010,700.0
0.3077,1.0,PA,Other,2011,740.0
0.0465,10.0,OK,Engineer - Chemical,2012,780.0
0.285,7.0,MA,Realtor,2011,640.0
0.14,3.0,FL,Other,2013,720.0
0.1634,6.0,CA,Analyst,2013,660.0
0.14,4.0,NY,Analyst,2013,700.0
0.2899,2.0,HI,Civil Service,2013,680.0
0.1099,8.0,MA,Waiter/Waitress,2013,680.0
0.1069,7.0,WI,Other,2013,780.0
0.205,4.0,GA,Clerical,2013,700.0
0.2999,3.0,CA,Clerical,2011,640.0
0.1805,6.0,IN,Nurse (RN),2013,660.0
0.1255,4.0,MS,Tradesman - Mechanic,2014,680.0
0.2569,4.0,CA,Food Service Management,2011,660.0
0.089,10.0,IL,Executive,2013,680.0
0.1349,6.0,CA,Nurse (RN),2012,660.0
0.1435,6.0,FL,Police Officer/Correction Officer,2014,680.0
0.1359,4.0,NV,Other,2013,740.0
0.1915,3.0,FL,Tradesman - Mechanic,2013,680.0
0.2219,4.0,OR,Other,2013,780.0
0.1599,8.0,MI,Professor,2013,740.0
0.1485,6.0,NM,Other,2014,720.0
0.2406,7.0,CO,Other,2013,640.0
0.3025,2.0,TX,Police Officer/Correction Officer,2011,640.0
0.1089,7.0,TN,Postal Service,2013,720.0
0.2599,5.0,MD,Other,2011,720.0
0.082,9.0,UT,Other,2010,720.0
0.1919,4.0,NC,Engineer - Chemical,2013,700.0
0.1919,4.0,MD,Analyst,2013,640.0
0.0934,9.0,CA,Other,2013,720.0
0.1879,4.0,GA,Truck Driver,2013,660.0
0.1099,9.0,MI,Teacher,2011,800.0
0.3077,2.0,NC,Other,2012,700.0
0.2669,3.0,NC,Sales - Retail,2013,660.0
0.2172,2.0,CA,Psychologist,2013,680.0
0.2024,2.0,FL,Administrative Assistant,2013,660.0
0.2024,5.0,AR,Realtor,2013,680.0
0.2024,6.0,GA,Truck Driver,2013,660.0
0.1839,9.0,MI,Civil Service,2013,640.0
0.084,9.0,IL,Military Officer,2009,700.0
0.0874,9.0,FL,Food Service Management,2012,740.0
0.1485,4.0,WA,Teacher,2013,700.0
0.14,8.0,CA,Professional,2009,760.0
0.1108,8.0,LA,Retail Management,2012,800.0
0.191,6.0,PA,Engineer - Mechanical,2014,640.0
0.3077,4.0,MI,Other,2012,720.0
0.2599,6.0,NE,Other,2011,740.0
0.13,3.0,FL,Teacher,2014,700.0
0.2389,6.0,FL,Other,2012,740.0
0.1214,7.0,PA,Engineer - Electrical,2014,700.0
0.1949,3.0,IL,Other,2013,720.0
0.1668,8.0,CA,Computer Programmer,2012,700.0
0.0849,8.0,TX,Truck Driver,2013,780.0
0.0739,9.0,UT,Accountant/CPA,2012,740.0
0.0559,10.0,MD,Attorney,2013,760.0
0.2625,8.0,NY,Professional,2010,660.0
0.1315,8.0,IL,Other,2014,680.0
0.2389,6.0,IN,Administrative Assistant,2012,720.0
0.1249,8.0,CA,Social Worker,2013,660.0
0.222,6.0,FL,Other,2012,680.0
0.2625,8.0,AZ,Nurse (RN),2010,680.0
0.1199,6.0,TX,Administrative Assistant,2013,720.0
0.1799,7.0,NY,Sales - Retail,2013,660.0
0.1119,9.0,AL,Social Worker,2013,720.0
0.3077,3.0,PA,Truck Driver,2012,800.0
0.152,6.0,WA,Nurse (RN),2013,660.0
0.2599,4.0,NE,Laborer,2013,660.0
0.1485,4.0,PA,Teacher,2013,700.0
0.173,6.0,FL,Other,2012,640.0
0.3099,5.0,NC,Other,2011,680.0
0.2387,2.0,CA,Tradesman - Mechanic,2011,680.0
0.1103,9.0,TX,Engineer - Chemical,2013,660.0
0.1945,8.0,NY,Other,2010,720.0
0.1369,7.0,MS,Sales - Commission,2012,660.0
0.3077,4.0,SD,Nurse (RN),2012,680.0
0.13,6.0,SD,Skilled Labor,2013,660.0
0.174,6.0,MI,Engineer - Mechanical,2014,640.0
0.191,5.0,WA,Sales - Commission,2013,660.0
0.0769,10.0,CA,Skilled Labor,2013,780.0
0.1485,7.0,OH,Teacher,2013,700.0
0.0989,8.0,OH,Sales - Retail,2012,720.0
0.2999,4.0,NC,Engineer - Electrical,2011,600.0
0.3077,5.0,NV,Sales - Commission,2012,660.0
0.191,9.0,CA,Sales - Commission,2009,660.0
0.2825,3.0,CA,Retail Management,2013,640.0
0.2595,9.0,GA,Computer Programmer,2010,640.0
0.2799,6.0,NJ,Skilled Labor,2011,720.0
0.3099,7.0,AL,Professional,2011,640.0
0.3099,2.0,CT,Administrative Assistant,2011,700.0
0.0709,8.0,NJ,Sales - Retail,2014,700.0
0.3077,3.0,VA,Skilled Labor,2012,720.0
0.191,5.0,CA,Teacher,2013,680.0
0.275,2.0,VA,Laborer,2014,660.0
0.2958,6.0,WA,Other,2012,660.0
0.1836,7.0,CA,Professional,2011,720.0
0.1599,5.0,MO,Clerical,2013,700.0
0.1246,8.0,CO,Executive,2012,720.0
0.1089,7.0,TX,Other,2014,720.0
0.2099,6.0,NC,Other,2012,740.0
0.1719,8.0,KS,Other,2013,700.0
0.0874,10.0,MN,Analyst,2013,700.0
0.2449,3.0,TX,Nurse (RN),2013,660.0
0.3077,2.0,NC,Other,2012,760.0
0.1419,7.0,CA,Other,2013,780.0
0.0774,7.0,MD,Other,2014,720.0
0.251,6.0,CA,Other,2012,620.0
0.18,4.0,MI,Other,2009,640.0
0.2816,5.0,CA,Sales - Commission,2013,620.0
0.1089,7.0,NY,Police Officer/Correction Officer,2014,680.0
0.226,4.0,MD,Accountant/CPA,2009,760.0
0.1774,6.0,NY,Nurse (RN),2013,680.0
0.1459,6.0,TX,Computer Programmer,2013,700.0
0.3099,4.0,WA,Tradesman - Mechanic,2011,660.0
0.2449,3.0,TN,Analyst,2013,680.0
0.095,7.0,IL,Other,2013,740.0
0.0709,8.0,NC,Professional,2014,700.0
0.1981,4.0,NJ,Teacher,2012,740.0
0.205,2.0,WA,Food Service Management,2013,680.0
0.2993,5.0,WA,Other,2010,700.0
0.2259,3.0,SC,Teacher,2013,680.0
0.2625,7.0,MN,Truck Driver,2010,680.0
0.0559,11.0,TX,Executive,2013,720.0
0.15,8.0,GA,Civil Service,2010,720.0
0.1335,9.0,MS,Other,2014,720.0
0.0709,11.0,TX,Sales - Commission,2014,700.0
0.2246,5.0,MT,Professional,2013,640.0
0.1985,4.0,TX,Other,2013,700.0
0.2246,6.0,CA,Other,2013,640.0
0.2299,5.0,OK,Other,2011,680.0
0.2858,8.0,NV,Retail Management,2012,640.0
0.34,5.0,CA,Sales - Commission,2010,640.0
0.174,7.0,CA,Laborer,2013,660.0
0.0999,7.0,TX,Military Enlisted,2013,700.0
0.1665,3.0,UT,Other,2014,700.0
0.1985,6.0,PA,Other,2013,640.0
0.1949,3.0,WI,Other,2013,700.0
0.2204,3.0,OH,Laborer,2013,680.0
0.089,8.0,AK,Truck Driver,2013,680.0
0.2612,2.0,NJ,Sales - Commission,2013,680.0
0.0939,9.0,FL,Civil Service,2014,640.0
0.2051,8.0,VA,Other,2011,740.0
0.3034,3.0,FL,Tradesman - Mechanic,2013,640.0
0.13,11.0,CA,Computer Programmer,2014,660.0
0.1556,7.0,NC,Analyst,2011,680.0
0.0599,10.0,NY,Analyst,2013,780.0
0.1884,4.0,NY,Civil Service,2013,740.0
0.14,8.0,DE,Accountant/CPA,2009,760.0
0.251,6.0,IN,Other,2012,600.0
0.1814,7.0,CO,Other,2013,680.0
0.1051,9.0,CA,Other,2012,800.0
0.1249,6.0,AL,Skilled Labor,2013,680.0
0.2099,4.0,GA,Other,2013,660.0
0.3077,5.0,CA,Other,2012,660.0
0.3077,3.0,MN,Other,2012,700.0
0.0599,9.0,FL,Teacher,2013,760.0
0.3077,3.0,TX,Professional,2012,700.0
0.0666,11.0,VA,Professional,2013,740.0
0.23,4.0,CO,Other,2010,640.0
0.1365,8.0,FL,Computer Programmer,2014,720.0
0.0699,10.0,NM,Computer Programmer,2013,760.0
0.3077,3.0,CA,Other,2012,700.0
0.2524,3.0,WA,Other,2013,740.0
0.1668,9.0,PA,Other,2012,660.0
0.1479,7.0,CA,Other,2013,780.0
0.1249,8.0,TX,Other,2013,660.0
0.1695,6.0,SC,Attorney,2014,700.0
0.3077,4.0,CA,Other,2012,660.0
0.2246,6.0,FL,Police Officer/Correction Officer,2012,680.0
0.174,6.0,OR,Analyst,2013,660.0
0.3077,4.0,VA,Skilled Labor,2012,660.0
0.2599,3.0,AZ,Nurse's Aide,2013,660.0
0.3025,2.0,CO,Other,2011,620.0
0.0505,11.0,MN,Professional,2014,780.0
0.2039,5.0,NY,Other,2013,720.0
0.2858,6.0,IL,Other,2012,640.0
0.2246,4.0,MD,Nurse (LPN),2013,700.0
0.089,8.0,OR,Skilled Labor,2013,680.0
0.1234,6.0,KS,Construction,2013,740.0
0.1199,6.0,CA,Nurse (RN),2013,740.0
0.2599,6.0,IL,Skilled Labor,2011,740.0
0.0974,10.0,CA,Sales - Commission,2011,740.0
0.2686,2.0,MA,Professional,2013,700.0
0.2055,7.0,AL,Other,2013,700.0
0.2958,6.0,AL,Clerical,2012,660.0
0.1699,8.0,GA,Other,2011,680.0
0.152,7.0,WA,Professional,2013,640.0
0.1069,10.0,OH,Executive,2013,760.0
0.0749,8.0,MN,Other,2013,760.0
0.1724,3.0,TX,Professional,2013,700.0
0.3034,2.0,IL,Retail Management,2013,640.0
0.2584,6.0,IL,Food Service,2012,700.0
0.3099,5.0,VA,Other,2011,660.0
0.3099,4.0,NY,Other,2011,660.0
0.1509,6.0,IL,Teacher,2011,680.0
0.2187,4.0,MO,Other,2012,640.0
0.3077,5.0,VA,Analyst,2012,680.0
0.1915,6.0,NJ,Skilled Labor,2013,640.0
0.2135,4.0,WA,Administrative Assistant,2014,640.0
0.2999,2.0,TX,Other,2011,680.0
0.2079,5.0,NY,Professional,2013,720.0
0.184,4.0,FL,Executive,2014,660.0
0.1255,4.0,FL,Other,2014,740.0
0.31,4.0,KS,Accountant/CPA,2010,640.0
0.089,8.0,CT,Other,2014,680.0
0.2999,1.0,CA,Engineer - Mechanical,2011,640.0
0.094,9.0,FL,Other,2011,720.0
0.0999,10.0,TX,Clerical,2013,680.0
0.2466,4.0,PA,Other,2013,740.0
0.2612,3.0,WI,Tradesman - Electrician,2013,640.0
0.1349,8.0,GA,Accountant/CPA,2012,680.0
0.139,9.0,IL,Engineer - Mechanical,2011,740.0
0.14,4.0,CA,Flight Attendant,2013,700.0
0.1579,9.0,TX,Other,2012,720.0
0.0774,7.0,NY,Retail Management,2014,700.0
0.1674,4.0,CT,Skilled Labor,2013,720.0
0.2999,4.0,MI,Tradesman - Mechanic,2011,640.0
0.1365,6.0,WA,Other,2013,720.0
0.3077,4.0,LA,Food Service,2012,720.0
0.1019,5.0,TN,Truck Driver,2014,680.0
0.3077,4.0,CA,Police Officer/Correction Officer,2012,700.0
0.1815,8.0,OH,Professional,2013,640.0
0.1169,5.0,IL,Sales - Commission,2013,820.0
0.1334,6.0,MI,Police Officer/Correction Officer,2012,740.0
0.2099,5.0,OK,Other,2012,680.0
0.1539,5.0,PA,Other,2013,700.0
0.174,5.0,CA,Construction,2014,660.0
0.1009,5.0,NJ,Professional,2013,760.0
0.1349,8.0,NE,Professional,2011,720.0
0.2599,7.0,CA,Analyst,2011,660.0
0.2466,3.0,TX,Analyst,2013,680.0
0.1805,5.0,KY,Other,2013,640.0
0.1299,7.0,CT,Scientist,2013,660.0
0.1415,8.0,NC,Professional,2010,760.0
0.2995,5.0,CA,Administrative Assistant,2009,640.0
0.312,6.0,FL,Administrative Assistant,2010,640.0
0.1634,4.0,CA,Other,2013,680.0
0.2048,7.0,CA,Skilled Labor,2012,660.0
0.1595,6.0,TX,Realtor,2013,660.0
0.2392,4.0,IN,Professor,2013,640.0
0.0799,8.0,CO,Skilled Labor,2012,720.0
0.3099,4.0,TX,Truck Driver,2011,700.0
0.2858,6.0,SC,Professor,2012,660.0
0.1174,6.0,IL,Other,2014,700.0
0.1118,8.0,MN,Clerical,2009,680.0
0.3167,6.0,NY,Police Officer/Correction Officer,2010,680.0
0.1999,6.0,CA,Executive,2012,760.0
0.045,10.0,IL,Other,2010,720.0
0.07,6.0,CA,Professional,2010,820.0
0.1214,7.0,WI,Construction,2014,700.0
0.1459,5.0,CT,Tradesman - Mechanic,2013,740.0
0.089,6.0,MD,Professional,2013,680.0
0.2858,8.0,MN,Sales - Retail,2012,640.0
0.156,4.0,FL,Other,2013,680.0
0.1419,7.0,OH,Sales - Commission,2013,700.0
0.275,3.0,MD,Other,2013,640.0
0.2686,2.0,NY,Food Service Management,2013,700.0
0.2099,7.0,WA,Computer Programmer,2011,640.0
0.2,8.0,WA,Other,2009,700.0
0.13,6.0,MS,Skilled Labor,2013,660.0
0.1264,8.0,NH,Other,2012,760.0
0.1775,7.0,VA,Military Enlisted,2014,720.0
0.3077,3.0,IL,Teacher,2012,720.0
0.1949,3.0,CO,Professional,2013,700.0
0.1435,6.0,CA,Administrative Assistant,2014,720.0
0.312,6.0,PA,Skilled Labor,2010,660.0
